raw_name,canonical_name,is_supplement,n_mentions,reviewed,notes
Menoelle Night Intense,Menoelle,True,1,no,
Menoforce,Menoforce,True,1,no,
Menomin,Menomin,True,1,no,
#Menopace,Menopace,True,1,no,
Vitabiotics Menopace,Menopace,True,1,no,
Menopausal hormone therapy,Menopausal hormone therapy,False,1,no,
Linwoods Menoligna,Menopause,True,1,no,
Vitabiotics Menopause,Menopause,True,1,no,
menorise,Menopause,False,1,no,
Mixers Menopause,Menopause,True,1,no,
MENO Vitamins for Menopause,Menopause,True,1,no,
Daily Rise Menopause patches,Menopause,True,1,no,
O positive menopause gummies,Menopause,True,1,no,
MENO vitamin capsules,Menopause,True,1,no,
Menopause Vitamin Capsules,Menopause,True,1,no,
Menopause shampoo,Menopause,False,1,no,
Menopause gummy vitamins,Menopause,True,1,no,
Menopautonic,Menopause,True,1,no,
Knockout menopause,Menopause,False,1,no,
Kind patches menopause patches,Menopause,True,1,no,
Menopause & Nutrition Weight Loss Bundle,Menopause & Nutrition Weight Loss Bundle,True,1,no,
Organixx menopause balance and glow supplement,Menopause Balance,True,1,no,
Menopause Balance Plus,Menopause Balance Plus,True,1,no,
Elda's Menopause Balance Plus,Menopause Balance Plus,True,1,no,
Menopause Barbie,Menopause Barbie,False,1,no,
Menopause Care,Menopause Care,True,1,no,
Menopause Comfort Bitter,Menopause Comfort,True,1,no,
OmneDiem Menopause Complete,Menopause Complete,True,1,no,
H&B Menopause Complex,Menopause Complex,True,1,no,
menopause complexes,Menopause Complex,True,1,no,
Menopause Energy Guide,Menopause Energy,True,1,no,
Menopause Essentials Plus,Menopause Essentials,True,1,no,
MENO - Menopause Gummy Vitamin,Menopause Gummy Vitamin,True,1,no,
menopause hormone therapy (MHT),Menopause Hormone Therapy,False,1,no,
Menopause hormone therapy,Menopause Hormone Therapy,False,1,no,
Menopause Issue,Menopause Issue,False,1,no,
Menopause Mana,Menopause Mana,True,1,no,
Menopause Max,Menopause Max,True,1,no,
Menopause Method Together,Menopause Method,True,1,no,
Holistic Health Menopause Mood Relief tablets,Menopause Mood Relief,True,1,no,
O Positive menopause multi,Menopause Multi,True,1,no,
Menopause Multi-Nutrient Support,Menopause Multi-Nutrient Support,True,1,no,
Knockout Menopause PM,Menopause PM,True,1,no,
menopausepatch,Menopause Patch,True,1,no,
Kind Patches Menopause Patches,Menopause Patches,True,1,no,
Kind Menopause Patches,Menopause Patches,True,1,no,
kind menopause patches,Menopause Patches,True,1,no,
Menopause Power Shake,Menopause Power Shake,True,1,no,
Physician's CHOICE Menopause Probiotic Supplement for Women,Menopause Probiotic,True,1,no,
Menopause Quiz,Menopause Quiz,False,1,no,
Menopause rating scale,Menopause Rating Scale,False,1,no,
Menopause Relief,Menopause Relief,True,1,no,
Advanced Menopause Relief,Menopause Relief,True,1,no,
Kind Patches Menopause Relief Patches,Menopause Relief,True,1,no,
Menopause Relief Patches,Menopause Relief Patches,True,1,no,
Stronglife Menopause Relief Patches,Menopause Relief Patches,True,1,no,
5-Day Menopause Reset,Menopause Reset,True,1,no,
Martha’s Menopause Reset,Menopause Reset,True,1,no,
Menopause Society guidelines,Menopause Society,False,1,no,
Menopause Solutions,Menopause Solutions,True,1,no,
Bohdi Menopause Supplement,Menopause Supplement,True,1,no,
menopause supplement,Menopause Supplement,True,1,no,
Menopause Supplements Liquid D,Menopause Supplements,True,1,no,
@fabuwellness menopause supplements,Menopause Supplements,True,1,no,
Doctor's Formula Menopause Support,Menopause Support,True,1,no,
Advanced Menopause Support,Menopause Support,True,1,no,
Menopause Support Gummies,Menopause Support,True,1,no,
Menopause Support Yoga Flow,Menopause Support,True,1,no,
VitaCost Menopause Support,Menopause Support,True,1,no,
All-stage Menopause Support gummies,Menopause Support,True,1,no,
menopause support blend,Menopause Support,True,1,no,
O Positive Menopause Support,Menopause Support,True,1,no,
Nature’s Craft Menopause Support,Menopause Support,True,1,no,
Nature's Craft Menopause Support Gummies,Menopause Support,True,1,no,
Menopause Support Drinks,Menopause Support,True,1,no,
35-in-1 menopause support,Menopause Support,True,1,no,
menopause support liquid,Menopause Support,True,1,no,
Kind Patches Menopause Support Patches,Menopause Support,True,1,no,
menopause survival supplements,Menopause Survival,True,1,no,
Physician's Choice menopause total support,Menopause Total Support,True,1,no,
Physician's Choice Menopause Total Support,Menopause Total Support,True,1,no,
Menopause Vitamin Gummies,Menopause Vitamin,True,1,no,
O Positive Menopause Vitamin,Menopause Vitamin,True,1,no,
O Positive Menopause vitamins,Menopause Vitamins,True,1,no,
Make Time for Menopause and Brain Health gummies,Menopause and Brain Health,True,1,no,
menopause-informed clinician,Menopause-Informed Clinician,False,1,no,
Lambertsi Menopausi kompleks,Menopausi kompleks,True,1,no,
Menophil Plus Menopause Support,Menophil Plus,True,1,no,
Menoplus,Menoplus,True,1,no,
Menorescue,Menorescue,True,1,no,
Menoshred,Menoshred,True,1,no,
Menosil,Menosil,True,1,no,
Menoslim,Menoslim,True,1,no,
Menosmart+,Menosmart,True,1,no,
Menosmart Plus,Menosmart Plus,True,1,no,
menostop,Menostop,True,1,no,
Menovelle,Menovelle,True,1,no,
menovital,Menovital,True,1,no,
HealthAid Menovital,Menovital,True,1,no,
menstrual supplements,Menstrual Supplements,True,1,no,
Menstrual supplements,Menstrual supplements,True,1,no,
Mental Chill,Mental Chill,False,1,no,
MetaBoost Connection,MetaBoost Connection,True,1,no,
metabolic,Metabolic,False,1,no,
Metabolic-Max,Metabolic-Max,True,1,no,
Fire Up Your Metabolism,Metabolism,False,1,no,
Metagenics,Metagenics,True,1,no,
METAMUCIL,Metamucil,True,1,no,
Metamucil,Metamucil,True,1,no,
methyl support,Methyl Support,True,1,no,
methylene blue,Methylene Blue,True,1,no,
Metluma,Metluma,True,1,no,
Metoda Menopausa Insieme,Metoda Menopausa,True,1,no,
Micro Ingredients,Micro Ingredients,False,1,no,
Micro Ingredients 15 in 1 Advanced formula,Micro Ingredients 15 in 1 Advanced formula,True,1,no,
Microdosing,Microdosing,False,1,no,
Midi Supplements,Midi,False,1,no,
Midi supplements,Midi,False,1,no,
midi health,Midi Health,False,1,no,
MidiHealth,MidiHealth,False,1,no,
Midlife Mayhem,Midlife Mayhem,False,1,no,
miele,Miele,False,1,no,
migraines,Migraines,False,1,no,
Milann Fertility Centre,Milann,False,1,no,
mildew,Mildew,False,1,no,
Milk thistle seed extract,Milk Thistle,True,1,no,
Milk Thistle 3-in-1,Milk Thistle,True,1,no,
Millbond,Millbond,False,1,no,
Millet Bhel,Millet,True,1,no,
mineral,Mineral,True,1,no,
mineral water,Mineral Water,False,1,no,
minerals,Minerals,True,1,no,
a mix of minerals,Minerals,True,1,no,
minerals and healthy fats,Minerals,True,1,no,
Mini Multi,Mini Multi,True,1,no,
Mino,Mino,False,1,no,
Mino-Chill,Mino-Chill,True,1,no,
minocycline,Minocycline,True,1,no,
oral minoxidil,Minoxidil,True,1,no,
5% minoxidil,Minoxidil,True,1,no,
mint,Mint,False,1,no,
Mira,Mira,False,1,no,
Miraculous Natural Remedies – Part 1,Miraculous Natural Remedies,False,1,no,
Miraculous Natural Remedies – Part 2,Miraculous Natural Remedies,False,1,no,
Mirai Clinical,Mirai Clinical,False,1,no,
Mirena coil,Mirena,False,1,no,
Miror Bliss,Miror Bliss,False,1,no,
Miso,Miso,True,1,no,
frozen mixed berries,Mixed Berries,False,1,no,
mixed nuts,Mixed Nuts,False,1,no,
Mobilee,Mobilee,True,1,no,
Modern Menopause,Modern Menopause,False,1,no,
monk fruit,Monk Fruit,True,1,no,
Mood Mend,Mood Mend,False,1,no,
Mood Mend Max,Mood Mend Max,True,1,no,
Moon Balance pills,Moon Balance,True,1,no,
Moon Balance my cream,Moon Balance,False,1,no,
Morning Light,Morning Light,False,1,no,
Morning Restore,Morning Restore,False,1,no,
Mother Nature,Mother Nature,False,1,no,
MOTHERWORT,Motherwort,True,1,no,
Mounjaro,Mounjaro,True,1,no,
moxibustion,Moxibustion,False,1,no,
Mr Vitamins,Mr Vitamins,False,1,no,
Muira Puama,Muira Puama,True,1,no,
mulathi,Mulathi,True,1,no,
Mulethi (Licorice),Mulethi,True,1,no,
Mullein leaf tea,Mullein,True,1,no,
multi,Multi,True,1,no,
Multi Support 30 Tablets,Multi Support,True,1,no,
perimenopause multi vitamin,Multi Vitamin,True,1,no,
NEEDED perimenopause multi vitamin,Multi Vitamin,True,1,no,
Biologicals Research multi-mineral,Multi-Mineral,True,1,no,
multi-vitamin,Multi-Vitamin,True,1,no,
MULTI-VITAMINS,Multi-Vitamin,True,1,no,
broad spectrum multivitamin,Multivitamin,True,1,no,
liquid multivitamin,Multivitamin,True,1,no,
Biologicals Research multivitamin,Multivitamin,True,1,no,
Multivitamin Support After Menopause for Women 55+,Multivitamin,True,1,no,
Multivitamin 40+,Multivitamin,True,1,no,
Earthful Multivitamin 40+,Multivitamin,True,1,no,
multivitamin plus inulin plus inositol,Multivitamin,True,1,no,
Multivitamin for Women,Multivitamin,True,1,no,
Earthful Multivitamin for women 40+,Multivitamin,True,1,no,
Multivitamin After Menopause for Women 55+,Multivitamin,True,1,no,
sugar free multivitamins,Multivitamin,True,1,no,
Earthful’s Multivitamin Women 40+,Multivitamin,True,1,no,
Earthful multivitamin women 40 plus,Multivitamin,True,1,no,
multivitamin pack,Multivitamin,True,1,no,
Earthful women multivitamin 40+,Multivitamin,True,1,no,
Jeena Sikho Multivitamin for Women,Multivitamin,True,1,no,
Multivitaminas,Multivitamin,True,1,no,
multivitamínico,Multivitamin,True,1,no,
Earthful's Multivitamin Women 40+,Multivitamin,True,1,no,
Earthful Multivitamin for Women 40+,Multivitamin,True,1,no,
The Perimenopause Multivitamin Powder,Multivitamin,True,1,no,
regular multivitamin,Multivitamin,True,1,no,
Multivitamin Pack for mature womens,Multivitamin,True,1,no,
women's multivitamin,Multivitamin,True,1,no,
Muscle currency,Muscle Currency,False,1,no,
Musely prescription treatments,Musely,False,1,no,
mushroom adaptogen coffee,Mushroom,True,1,no,
Power mushroom,Mushroom,True,1,no,
mushroom gummy supplements,Mushroom,True,1,no,
mushroom supplements,Mushroom,True,1,no,
fabU shrooms,Mushrooms,True,1,no,
menopause balanced mushrooms,Mushrooms,True,1,no,
mushrooms,Mushrooms,False,1,no,
Muxer,Muxer,False,1,no,
My Home Farm,My Home Farm,False,1,no,
My Menopause Issue,My Menopause Issue,False,1,no,
mycostatin,Mycostatin,True,1,no,
myo inositol barberry,Myo Inositol,True,1,no,
MyoInositol,Myo Inositol,True,1,no,
myo inositol,Myo Inositol,True,1,no,
Myo-Inositol + Choline,Myo-Inositol,True,1,no,
Myoinositol,Myo-Inositol,True,1,no,
myoinositol,Myo-Inositol,True,1,no,
Myregyna®,Myregyna,True,1,no,
Mystro Revive Renewing Serum,Mystro Revive,False,1,no,
Mönchspfeffer Crocus Complex,Mönchspfeffer Crocus,True,1,no,
N-Acetyl-Cystein (NAC),N-Acetyl Cysteine,True,1,no,
NAC (N-Acetyl Cysteine),NAC,True,1,no,
GlyNAC,NAC,True,1,no,
NAD plus,NAD,True,1,no,
NAD supplement,NAD,True,1,no,
NAD BOOSTER,NAD Booster,True,1,no,
Vibrality NAD+ cellular vitality pills,NAD+,True,1,no,
NMN Complex,NMN,True,1,no,
NR,NR,False,1,no,
NUFORM,NUFORM,True,1,no,
NYX Professional Makeup Suga Baddie body care,NYX Professional Makeup,False,1,no,
nacre,Nacre,False,1,no,
Nail-Aid,Nail-Aid,True,1,no,
Native,Native,False,1,no,
Native deodorant,Native Deodorant,False,1,no,
Natural Healing,Natural Healing,False,1,no,
Natural Healing Hawaii,Natural Healing Hawaii,False,1,no,
natural hormone replacement therapies,Natural Hormone Replacement Therapy,False,1,no,
natural light,Natural Light,False,1,no,
Nature Made,Nature Made,True,1,no,
naturopath,Naturopath,False,1,no,
neck cream,Neck Cream,False,1,no,
Neck Fan,Neck Fan,False,1,no,
nellosuperbalance,Nello Super Balance,True,1,no,
Nello Super Hormone drink,Nello Super Hormone,True,1,no,
Nello SuperGlow,Nello SuperGlow,True,1,no,
Nello Superbalance,Nello Superbalance,True,1,no,
Nello Superbalanced,Nello Superbalanced,True,1,no,
Nello superfocus,Nello Superfocus,False,1,no,
NelloSuperebalance,NelloSuperebalance,True,1,no,
Neolife Herbal Tea,Neolife,True,1,no,
Vichy Neovadiol,Neovadiol,True,1,no,
nervous system work,Nervous System,False,1,no,
Nest – A Complete Mother & Child Clinic,Nest,True,1,no,
Neuaura,Neuaura,True,1,no,
Neuora,Neuora,True,1,no,
Neurazenx,Neurazenx,True,1,no,
neurokinin 3,Neurokinin 3,False,1,no,
Neuromuscular therapy,Neuromuscular Therapy,False,1,no,
New Always Discreet MaxiProtect,New Always Discreet MaxiProtect,False,1,no,
Newson Health,Newson Health,False,1,no,
nexellis,Nexellis,True,1,no,
NIACINAMIDE,Niacinamide,True,1,no,
nicotinamide mononucleotide (NMN),Nicotinamide Mononucleotide,True,1,no,
Nigella sativa,Nigella Sativa,True,1,no,
Nirvana Acupuncture Integrative Medicine Wellness Program,Nirvana,False,1,no,
non specific,Non Specific,False,1,no,
non-hormone therapy,Non-Hormone Therapy,False,1,no,
40+ Menopause Symptoms,None,False,1,no,
Menopause conditioner,None,False,1,no,
Menopause hair mask,None,False,1,no,
"half now, then wait half an hour or so, then eat the rest",None,False,1,no,
"Half fill a hot water bottle with crushed ice, top it up with ice‑cold water, pop it in the freezer for ten minutes before you go to bed, pop it at the foot of your bed",None,False,1,no,
콩,None,False,1,no,
nonsteroidal anti-inflammatory drugs,Nonsteroidal Anti-Inflammatory Drugs,False,1,no,
Nordic Naturals,Nordic Naturals,True,1,no,
Provera 2.5 mg Norethisterone 5 mg,Norethisterone,True,1,no,
Norethisterone in combined patches,Norethisterone,True,1,no,
tablet treatment,Not a supplement,False,1,no,
cooling moisturizer,Not a supplement,False,1,no,
free symptom tracker,Not a supplement,False,1,no,
menopause cooking programme,Not a supplement,False,1,no,
lollies,Not a supplement,False,1,no,
joint aches and pain,Not a supplement,False,1,no,
menopause belly fat reducers,Not a supplement,False,1,no,
lifestyle changes,Not a supplement,False,1,no,
RR,Not a supplement,False,1,no,
repairing the microbiome,Not a supplement,False,1,no,
detoxing,Not a supplement,False,1,no,
mindfulness tools,Not a supplement,False,1,no,
bioidentical,Not a supplement,False,1,no,
Stripes,Not a supplement,False,1,no,
menopause relief smoothie,Not a supplement,False,1,no,
this remedy,Not a supplement,False,1,no,
100% effective,Not a supplement,False,1,no,
menopause empowerment guide,Not a supplement,False,1,no,
caramel chews,Not a supplement,False,1,no,
phytoestrogen rich foods,Not a supplement,False,1,no,
certain foods,Not a supplement,False,1,no,
anti-inflammatory approach to nutrition,Not a supplement,False,1,no,
high fiber foods,Not a supplement,False,1,no,
dairy free,Not a supplement,False,1,no,
fruit free,Not a supplement,False,1,no,
smoke,Not a supplement,False,1,no,
overheated electricity or electronics,Not a supplement,False,1,no,
mood,Not a supplement,False,1,no,
intimacy,Not a supplement,False,1,no,
weight,Not a supplement,False,1,no,
musculoskeletal symptoms,Not a supplement,False,1,no,
food allergies,Not a supplement,False,1,no,
dairy products,Not a supplement,False,1,no,
air,Not a supplement,False,1,no,
tostitos,Not a supplement,False,1,no,
plant-based cleansers,Not a supplement,False,1,no,
symptom tracker,Not a supplement,False,1,no,
smoothie,Not a supplement,False,1,no,
lab work,Not a supplement,False,1,no,
filling gaps in my nutrition,Not a supplement,False,1,no,
supporting my bones and muscles and gut,Not a supplement,False,1,no,
30 different plants,Not a supplement,False,1,no,
increasing exercise,Not a supplement,False,1,no,
looking at nutrition and diet,Not a supplement,False,1,no,
menopause meal plan,Not a supplement,False,1,no,
plant-based ingredients,Not a supplement,False,1,no,
free resource,Not a supplement,False,1,no,
Supplements for total wellness,Not a supplement,False,1,no,
vaginal HRT creams,Not a supplement,False,1,no,
weight resistance exercises,Not a supplement,False,1,no,
Sheetali pranayama or Straw Breath,Not a supplement,False,1,no,
dietitian,Not a supplement,False,1,no,
breakfast biscuits,Not a supplement,False,1,no,
toast,Not a supplement,False,1,no,
12-Week Menopause Program,Not a supplement,False,1,no,
lube,Not a supplement,False,1,no,
workouts,Not a supplement,False,1,no,
crushing something else,Not a supplement,False,1,no,
FDA-approved hormonal & non-hormonal prescriptions,Not a supplement,False,1,no,
link in our bio,Not a supplement,False,1,no,
this here,Not a supplement,False,1,no,
small weights or water bottles,Not a supplement,False,1,no,
7-day menopause weight loss diet plan,Not a supplement,False,1,no,
dairy,Not a supplement,False,1,no,
eating less,Not a supplement,False,1,no,
perimenopause survival guide,Not a supplement,False,1,no,
hormonal modulation,Not a supplement,False,1,no,
snackatizer,Not a supplement,False,1,no,
coconut underarm deodorant wipes,Not a supplement,False,1,no,
tweezers,Not a supplement,False,1,no,
top rated supplement,Not a supplement,False,1,no,
fitonutrientes,Not a supplement,False,1,no,
til chutney,Not a supplement,False,1,no,
"nutrients that support mood, hormone regulation, and skin health",Not a supplement,False,1,no,
"supplements that calm the nervous system, aid hormone detox, and support restful sleep",Not a supplement,False,1,no,
Yes vaginal lubricant,Not a supplement,False,1,no,
dietary supplements,Not a supplement,False,1,no,
dinner,Not a supplement,False,1,no,
menopause video guide,Not a supplement,False,1,no,
vaginal moisturizers,Not a supplement,False,1,no,
bridge pose,Not a supplement,False,1,no,
butterfly,Not a supplement,False,1,no,
reclined hero,Not a supplement,False,1,no,
bolster,Not a supplement,False,1,no,
meditation and mindfulness,Not a supplement,False,1,no,
squat and twist move,Not a supplement,False,1,no,
pece,Not a supplement,False,1,no,
support,Not a supplement,False,1,no,
Hot flashes and night sweats,Not a supplement,False,1,no,
weight gain and redistribution,Not a supplement,False,1,no,
gastrointestinal problems,Not a supplement,False,1,no,
digestion issues,Not a supplement,False,1,no,
glenohumeral joint injection,Not a supplement,False,1,no,
"steady, balanced meals",Not a supplement,False,1,no,
Supplements for active hyperthyroidism,Not a supplement,False,1,no,
agama,Not a supplement,False,1,no,
moisturizers,Not a supplement,False,1,no,
humidifiers,Not a supplement,False,1,no,
eye masks,Not a supplement,False,1,no,
the capsules,Not a supplement,False,1,no,
high-intensity workouts,Not a supplement,False,1,no,
menopause relief patches,Not a supplement,False,1,no,
skin barrier supplements,Not a supplement,False,1,no,
bloating supplements,Not a supplement,False,1,no,
saunas,Not a supplement,False,1,no,
vibration plates,Not a supplement,False,1,no,
Saunas,Not a supplement,False,1,no,
Vibration plates,Not a supplement,False,1,no,
Extrease,Not a supplement,False,1,no,
Miraculous Natural Remedies – Part 3 (Extended Edition),Not a supplement,False,1,no,
well-balanced diet,Not a supplement,False,1,no,
meditate,Not a supplement,False,1,no,
Follow Tamsen on Instagram,Not a supplement,False,1,no,
Follow Tamsen on TikTok,Not a supplement,False,1,no,
three-in-one personal cooling system,Not a supplement,False,1,no,
small dark blue bottle,Not a supplement,False,1,no,
Pass Through,Not a supplement,False,1,no,
herbal remedies,Not a supplement,False,1,no,
innerwellbeingclinic,Not a supplement,False,1,no,
random powder,Not a supplement,False,1,no,
supplements for women for anxiety,Not a supplement,False,1,no,
something for mood,Not a supplement,False,1,no,
bottle of magic,Not a supplement,False,1,no,
menopause brain reset guide,Not a supplement,False,1,no,
mindful eating,Not a supplement,False,1,no,
getting your steps in,Not a supplement,False,1,no,
managing stress and rest,Not a supplement,False,1,no,
walks,Not a supplement,False,1,no,
low-tox personal care & cleaners stored in glass,Not a supplement,False,1,no,
morning natural sunlight on skin and eyes,Not a supplement,False,1,no,
Tapping,Not a supplement,False,1,no,
menopause testing kit,Not a supplement,False,1,no,
1 tablet,Not a supplement,False,1,no,
3-Day Perimenopause Hormone Reset Plan,Not a supplement,False,1,no,
sprays,Not a supplement,False,1,no,
bottle,Not a supplement,False,1,no,
fruit smoothies,Not a supplement,False,1,no,
app,Not a supplement,False,1,no,
Everyday,Not a supplement,False,1,no,
pasta,Not a supplement,False,1,no,
трансдермального геля,Not a supplement,False,1,no,
adequate sleep,Not a supplement,False,1,no,
inserts,Not a supplement,False,1,no,
roasted cauliflower,Not a supplement,False,1,no,
others,Not a supplement,False,1,no,
mood swings,Not a supplement,False,1,no,
perimenopause-friendly day’s diet plan,Not a supplement,False,1,no,
bioidenticals,Not a supplement,False,1,no,
blanket,Not a supplement,False,1,no,
laser hair removal,Not a supplement,False,1,no,
sparkling water and berries,Not a supplement,False,1,no,
the gel,Not a supplement,False,1,no,
optimize,Not a supplement,False,1,no,
Woomeno,Not a supplement,False,1,no,
strength and movement,Not a supplement,False,1,no,
perimenal health pills,Not a supplement,False,1,no,
Tamsen’s newsletter filled with free tools,Not a supplement,False,1,no,
Reverie,Not a supplement,False,1,no,
dog cooling mat,Not a supplement,False,1,no,
science,Not a supplement,False,1,no,
5 alimentos,Not a supplement,False,1,no,
suplementos,Not a supplement,False,1,no,
powder,Not a supplement,False,1,no,
vibration plate,Not a supplement,False,1,no,
little green bottle,Not a supplement,False,1,no,
clinically-approved medications and supplements,Not a supplement,False,1,no,
hormone-balancing diets,Not a supplement,False,1,no,
fatloss guide,Not a supplement,False,1,no,
natural supplements,Not a supplement,False,1,no,
Fraîche Start,Not a supplement,False,1,no,
Sarna steroid free sensitive anti-itch lotion,Not a supplement,False,1,no,
microdosing,Not a supplement,False,1,no,
hair care brand,Not a supplement,False,1,no,
targeted supplementation,Not a supplement,False,1,no,
hand held rechargeable fan,Not a supplement,False,1,no,
8-Week Winter Reset Challenge,Not a supplement,False,1,no,
fermented food,Not a supplement,False,1,no,
ultra-processed food,Not a supplement,False,1,no,
OMG,Not a supplement,False,1,no,
botanical support,Not a supplement,False,1,no,
Kundalini inspired practice,Not a supplement,False,1,no,
combo,Not a supplement,False,1,no,
hormone consults,Not a supplement,False,1,no,
diet,Not a supplement,False,1,no,
decoding the 80 symptoms and side effects of menopause,Not a supplement,False,1,no,
this new supplement,Not a supplement,False,1,no,
high-quality nutrition,Not a supplement,False,1,no,
high-quality vaginal moisturizers,Not a supplement,False,1,no,
herbal treatments,Not a supplement,False,1,no,
Cherries,Not a supplement,False,1,no,
perimenopause health supplement,Not a supplement,False,1,no,
biscuit with around 150 kcal and less sugar than other types,Not a supplement,False,1,no,
"classic biscuits, the lightest of all, only 22 kcal",Not a supplement,False,1,no,
sweet craving,Not a supplement,False,1,no,
burning mouth syndrome,Not a supplement,False,1,no,
losing her teeth,Not a supplement,False,1,no,
latte,Not a supplement,False,1,no,
allenamento completo,Not a supplement,False,1,no,
late-night snacking,Not a supplement,False,1,no,
gel cooling mats,Not a supplement,False,1,no,
treino,Not a supplement,False,1,no,
amabrantas,Not a supplement,False,1,no,
Thriving Through Menopause course,Not a supplement,False,1,no,
flexibility and balance exercises,Not a supplement,False,1,no,
mind-body techniques,Not a supplement,False,1,no,
cibi molto piccanti,Not a supplement,False,1,no,
these things,Not a supplement,False,1,no,
melts,Not a supplement,False,1,no,
Journey Toward Joy,Not a supplement,False,1,no,
free quiz,Not a supplement,False,1,no,
intimate moisturizer,Not a supplement,False,1,no,
this drink,Not a supplement,False,1,no,
targeted supplements,Not a supplement,False,1,no,
two capsules,Not a supplement,False,1,no,
empty bladder,Not a supplement,False,1,no,
cherries,Not a supplement,False,1,no,
bamboo cooling mattress topper,Not a supplement,False,1,no,
pause and effect skincare,Not a supplement,False,1,no,
regular yoga sessions,Not a supplement,False,1,no,
crystal clear ways,Not a supplement,False,1,no,
the kind of no sleep,Not a supplement,False,1,no,
sandrine sachets 1 milligram,Not a supplement,False,1,no,
cooling towels,Not a supplement,False,1,no,
this now,Not a supplement,False,1,no,
lean foods,Not a supplement,False,1,no,
volumising products,Not a supplement,False,1,no,
immunosuppression,Not a supplement,False,1,no,
Mello’s quilted cooling pillow,Not a supplement,False,1,no,
Crystal Tiger Eye Bead Bracelet,Not a supplement,False,1,no,
turbofan,Not a supplement,False,1,no,
Freezable neck tubes,Not a supplement,False,1,no,
drink plenty of water,Not a supplement,False,1,no,
cooling neck rings,Not a supplement,False,1,no,
walk 10 minutes after meals,Not a supplement,False,1,no,
A full body stretching routine,Not a supplement,False,1,no,
cold glass of water,Not a supplement,False,1,no,
cat naps,Not a supplement,False,1,no,
one foot out of the covers,Not a supplement,False,1,no,
these five exercises,Not a supplement,False,1,no,
Know,Not a supplement,False,1,no,
phytoestrogen diet food list printable,Not a supplement,False,1,no,
muscle lining from the stomach of a farm animal,Not a supplement,False,1,no,
Interconnected Plates Cookbook,Not a supplement,False,1,no,
natural therapies,Not a supplement,False,1,no,
ocoopa,Not a supplement,False,1,no,
treino e dieta,Not a supplement,False,1,no,
these symptom-fighting powerhouses,Not a supplement,False,1,no,
Garshana gloves,Not a supplement,False,1,no,
Vitaminas para la hidratación vaginal,Not a supplement,False,1,no,
MRT,Not answerable,False,1,no,
menopause-care-pack,Not answerable,False,1,no,
ri,Not answerable,False,1,no,
these capsules,Not answerable,False,1,no,
whatever’s in the Instagram ad,Not answerable,False,1,no,
this daily supplement,Not answerable,False,1,no,
menopause wellness supplement,Not answerable,False,1,no,
Dr. Kristiane Northrup's product,Not answerable,False,1,no,
menopause support formulas,Not answerable,False,1,no,
these pills,Not answerable,False,1,no,
This pill,Not answerable,False,1,no,
menopause kit,Not answerable,False,1,no,
the special,Not answerable,False,1,no,
this expensive supplement,Not answerable,False,1,no,
it,Not answerable,False,1,no,
menopause support supplement,Not answerable,False,1,no,
Plaud NotePin S,NotePin S,False,1,no,
NouriTress Vitamins PLUS,NouriTress,True,1,no,
NouriTress Hair Vitamins Plus,NouriTress Hair Vitamins,True,1,no,
Nourishing Apothecary,Nourishing Apothecary,False,1,no,
Novant Health Virtual Menopause Clinic,Novant Health,False,1,no,
Nu Allumé,Nu Allumé,False,1,no,
NuHer,NuHer,True,1,no,
Nurideen Plus,Nurideen Plus,True,1,no,
HealthAid Nurideen Plus,Nurideen Plus,True,1,no,
nutmeg,Nutmeg,True,1,no,
NUTRAFOL,NutraFol,True,1,no,
Nutrafol Hair Growth Nutraceuticals,Nutrafol,True,1,no,
Nutrafol Women’s Balance,Nutrafol Women’s Balance,True,1,no,
Nutrapact,Nutrapact,True,1,no,
Nutri-Gig Fitmins,Nutri-Gig Fitmins,True,1,no,
Nutrilite Women’s 40+ Support,Nutrilite Women's 40+ Support,True,1,no,
nutrition and sleep,Nutrition,False,1,no,
Nutrofall Hair,Nutrofall Hair,True,1,no,
Nutrofol Women's Balance,Nutrofol,True,1,no,
Nuts and Berries,Nuts and Berries,False,1,no,
nuts and berries,Nuts and Berries,False,1,no,
Nuts and Seeds,Nuts and Seeds,False,1,no,
Nuts and seeds,Nuts and Seeds,False,1,no,
NuvaRing,NuvaRing,False,1,no,
O Positiv,O Positiv,True,1,no,
O Positiv Health,O Positiv Health,True,1,no,
O Positives moisture support,O Positives,True,1,no,
O'Keeffe's Healthy Feet,O'Keeffe's Healthy Feet,False,1,no,
OPC,OPC,True,1,no,
OPCs,OPCs,True,1,no,
ORGANIXX,ORGANIXX,True,1,no,
OSNAGLE15,OSNAGLE,False,1,no,
OSNAGLE,OSNAGLE,False,1,no,
OUAI,OUAI,False,1,no,
oat flakes and cocoa,Oat Flakes,False,1,no,
Oat milk,Oat Milk,False,1,no,
Oat Straw Extract,Oat Straw,True,1,no,
porridge or oatmeal,Oatmeal,False,1,no,
"Oats, Barley, Wheat, Brown Rice, Bulgur, Popcorn, Millet",Oats,False,1,no,
instant oats,Oats,False,1,no,
octopus,Octopus,False,1,no,
Oestra,Oestra,True,1,no,
Oestrogel,Oestrogel,True,1,no,
topical oestrogen,Oestrogen,False,1,no,
topical oestrogens,Oestrogen,False,1,no,
Olay Regenerist Micro-Sculpting Cream,Olay Regenerist,False,1,no,
Olay's Micro Sculpting Cream,Olay's Micro Sculpting Cream,False,1,no,
Old Positive Health,Old Positive Health,False,1,no,
